StateYear,State,Year,Total energy consumption ranking,Renewable energy consumption ranking,Petroleum product consumption ranking,"Residential co2 emissions, metric tons/person","Total domestic water use per capita, gallons/person/day",Outcome,Average ranking
Maryland1989,Maryland,1989,29.0,21.0,32.0,23.0,27.0,R,26.4
Maryland1990,Maryland,1990,26.0,20.0,31.0,21.0,32.0,R,26.0
Maryland1991,Maryland,1991,26.0,16.0,31.0,21.0,32.0,R,25.2
Maryland1992,Maryland,1992,24.0,16.0,32.0,23.0,32.0,D,25.4
Maryland1993,Maryland,1993,23.0,18.0,33.0,22.0,32.0,D,25.6
Maryland1994,Maryland,1994,22.0,18.0,34.0,24.0,32.0,D,26.0
Maryland1995,Maryland,1995,21.0,17.0,33.0,23.0,33.0,D,25.4
Maryland1996,Maryland,1996,21.0,19.0,32.0,24.0,33.0,D,25.8
Maryland1997,Maryland,1997,21.0,16.0,31.0,22.0,33.0,D,24.6
Maryland1998,Maryland,1998,20.0,18.0,31.0,21.0,33.0,D,24.6
Maryland1999,Maryland,1999,20.0,17.0,30.0,21.0,33.0,D,24.2
Maryland2000,Maryland,2000,20.0,18.0,29.0,23.0,30.0,D,24.0
Maryland2001,Maryland,2001,19.0,12.0,27.0,21.0,30.0,D,21.8
Maryland2002,Maryland,2002,21.0,17.0,26.0,21.0,30.0,D,23.0
Maryland2003,Maryland,2003,22.0,21.0,30.0,23.0,30.0,D,25.2
Maryland2004,Maryland,2004,21.0,19.0,29.0,24.0,30.0,D,24.6
Maryland2005,Maryland,2005,17.0,14.0,30.0,24.0,32.0,D,23.4
Maryland2006,Maryland,2006,15.0,18.0,28.0,20.0,32.0,D,22.6
Maryland2007,Maryland,2007,15.0,16.0,29.0,25.0,32.0,D,23.4
Maryland2008,Maryland,2008,15.0,12.0,27.0,20.0,32.0,R,21.2
Maryland2009,Maryland,2009,16.0,11.0,31.0,24.0,32.0,R,22.8
Maryland2010,Maryland,2010,15.0,10.0,31.0,24.0,34.5,R,22.9
Maryland2011,Maryland,2011,13.0,10.0,31.0,22.0,34.5,R,22.1
Maryland2012,Maryland,2012,13.0,10.0,31.0,23.0,34.5,D,22.3
Maryland2013,Maryland,2013,12.0,9.0,30.0,21.0,34.5,D,21.3
Maryland2014,Maryland,2014,12.0,9.0,31.0,24.0,34.5,D,22.1
Maine1980,Maine,1980,7.0,29.0,50.0,49.0,34.5,R,33.9
Maine1981,Maine,1981,7.0,31.0,50.0,41.0,34.5,R,32.7
Maine1982,Maine,1982,7.0,28.0,50.0,38.0,34.5,R,31.5
Maine1983,Maine,1983,7.0,29.0,48.0,22.0,34.5,R,28.1
Maine1984,Maine,1984,7.0,28.0,47.0,30.0,34.5,R,29.3
Maine1985,Maine,1985,7.0,28.0,49.0,45.0,26.0,R,31.0
Maine1986,Maine,1986,7.0,25.0,50.0,50.0,26.0,R,31.6
Maine1987,Maine,1987,7.0,24.0,50.0,49.0,26.0,R,31.2
Maine1988,Maine,1988,7.0,25.0,50.0,50.0,26.0,R,31.6
Maine1989,Maine,1989,7.0,27.0,49.0,45.0,26.0,R,30.8
Maine1990,Maine,1990,35.0,46.0,49.0,46.0,15.0,R,38.2
Maine1991,Maine,1991,36.0,47.0,49.0,48.0,15.0,R,39.0
Maine1992,Maine,1992,38.0,46.0,49.0,44.0,15.0,D,38.4
Maine1993,Maine,1993,37.0,46.0,49.0,44.0,15.0,D,38.2
Maine1994,Maine,1994,34.0,46.0,49.0,47.0,15.0,D,38.2
Maine1995,Maine,1995,31.0,46.0,50.0,50.0,6.0,D,36.6
Maine1996,Maine,1996,30.0,45.0,50.0,50.0,6.0,D,36.2
Maine1997,Maine,1997,30.0,45.0,50.0,50.0,6.0,D,36.2
Maine1998,Maine,1998,26.0,45.0,50.0,50.0,6.0,D,35.4
Maine1999,Maine,1999,25.0,45.0,50.0,50.0,6.0,D,35.2
Maine2000,Maine,2000,29.0,46.0,50.0,50.0,7.0,D,36.4
Maine2001,Maine,2001,25.0,48.0,50.0,50.0,7.0,D,36.0
Maine2002,Maine,2002,23.0,46.0,50.0,50.0,7.0,D,35.2
Maine2003,Maine,2003,24.0,47.0,50.0,50.0,7.0,D,35.6
Maine2004,Maine,2004,25.0,47.0,50.0,50.0,7.0,R,35.8
Maine2005,Maine,2005,23.0,47.0,50.0,50.0,1.0,R,34.2
Maine2006,Maine,2006,23.0,46.0,50.0,49.0,1.0,R,33.8
Maine2007,Maine,2007,24.0,46.0,50.0,50.0,1.0,R,34.2
Maine2008,Maine,2008,25.0,47.0,50.0,49.0,1.0,R,34.4
Maine2009,Maine,2009,23.0,46.0,49.0,46.0,1.0,R,33.0
Maine2010,Maine,2010,22.0,45.0,49.0,45.0,3.0,R,32.8
Maine2011,Maine,2011,22.0,44.0,50.0,47.0,3.0,R,33.2
Maine2012,Maine,2012,22.0,45.0,49.0,44.0,3.0,D,32.6
Maine2013,Maine,2013,22.0,44.0,49.0,43.0,3.0,D,32.2
Maine2014,Maine,2014,21.0,44.0,48.0,42.0,3.0,D,31.6
Michigan1980,Michigan,1980,46.0,45.0,29.0,50.0,9.0,R,35.8
Michigan1981,Michigan,1981,46.0,45.0,29.0,50.0,9.0,R,35.8
Michigan1982,Michigan,1982,46.0,44.0,26.0,49.0,9.0,R,34.8
Michigan1983,Michigan,1983,47.0,44.0,24.0,49.0,9.0,R,34.6
Michigan1984,Michigan,1984,48.0,44.0,30.0,46.0,9.0,R,35.4
Michigan1985,Michigan,1985,48.0,44.0,30.0,47.0,21.5,R,38.1
Michigan1986,Michigan,1986,48.0,43.0,30.0,47.0,21.5,R,37.9
Michigan1987,Michigan,1987,47.0,43.0,30.0,43.0,21.5,R,36.9
Michigan1988,Michigan,1988,48.0,44.0,30.0,46.0,21.5,R,37.9
Michigan1989,Michigan,1989,48.0,43.0,31.0,47.0,21.5,R,38.1
Michigan1990,Michigan,1990,48.0,42.0,30.0,45.0,17.5,R,36.5
Michigan1991,Michigan,1991,27.0,21.0,32.0,47.0,17.5,R,28.9
Michigan1992,Michigan,1992,27.0,20.0,31.0,45.0,17.5,D,28.1
Michigan1993,Michigan,1993,24.0,17.0,32.0,45.0,17.5,D,27.1
Michigan1994,Michigan,1994,23.0,16.0,31.0,44.0,17.5,D,26.3
Michigan1995,Michigan,1995,23.0,16.0,31.0,48.0,24.5,D,28.5
Michigan1996,Michigan,1996,23.0,16.0,33.0,48.0,24.5,D,28.9
Michigan1997,Michigan,1997,22.0,17.0,33.0,47.0,24.5,D,28.7
Michigan1998,Michigan,1998,22.0,16.0,33.0,45.0,24.5,D,28.1
Michigan1999,Michigan,1999,21.0,18.0,36.0,48.0,24.5,D,29.5
Michigan2000,Michigan,2000,22.0,19.0,35.0,45.0,34.5,D,31.1
Michigan2001,Michigan,2001,18.0,20.0,36.0,44.0,34.5,D,30.5
Michigan2002,Michigan,2002,19.0,20.0,37.0,48.0,34.5,D,31.7
Michigan2003,Michigan,2003,21.0,20.0,38.0,45.0,34.5,D,31.7
Michigan2004,Michigan,2004,19.0,22.0,36.0,44.0,34.5,R,31.1
Michigan2005,Michigan,2005,19.0,20.0,37.0,44.0,21.0,R,28.2
Michigan2006,Michigan,2006,17.0,19.0,33.0,44.0,21.0,R,26.8
Michigan2007,Michigan,2007,17.0,21.0,33.0,45.0,21.0,R,27.4
Michigan2008,Michigan,2008,16.0,20.0,32.0,46.0,21.0,R,27.0
Michigan2009,Michigan,2009,15.0,15.0,32.0,44.0,21.0,R,25.4
Michigan2010,Michigan,2010,14.0,15.0,32.0,44.0,26.0,R,26.2
Michigan2011,Michigan,2011,14.0,15.0,32.0,44.0,26.0,R,26.2
Michigan2012,Michigan,2012,14.0,16.0,32.0,45.0,26.0,D,26.6
Michigan2013,Michigan,2013,14.0,16.0,33.0,48.0,26.0,D,27.4
Michigan2014,Michigan,2014,15.0,16.0,33.0,49.0,26.0,D,27.8
Minnesota1980,Minnesota,1980,10.0,11.0,34.0,34.0,26.0,D,23.0
Minnesota1981,Minnesota,1981,10.0,11.0,34.0,33.0,26.0,D,22.8
Minnesota1982,Minnesota,1982,11.0,11.0,40.0,44.0,26.0,D,26.4
Minnesota1983,Minnesota,1983,11.0,11.0,32.0,33.0,26.0,D,22.6
Minnesota1984,Minnesota,1984,10.0,10.0,32.0,32.0,26.0,D,22.0
Minnesota1985,Minnesota,1985,10.0,10.0,32.0,34.0,39.5,D,25.1
Minnesota1986,Minnesota,1986,10.0,10.0,33.0,36.0,39.5,D,25.7
Minnesota1987,Minnesota,1987,10.0,10.0,32.0,33.0,39.5,D,24.9
Minnesota1988,Minnesota,1988,10.0,10.0,33.0,36.0,39.5,D,25.7
Minnesota1989,Minnesota,1989,10.0,11.0,36.0,37.0,39.5,D,26.7
Minnesota1990,Minnesota,1990,9.0,12.0,36.0,35.0,44.0,D,27.2
Minnesota1991,Minnesota,1991,11.0,13.0,36.0,40.0,44.0,D,28.8
Minnesota1992,Minnesota,1992,30.0,24.0,36.0,36.0,44.0,D,34.0
Minnesota1993,Minnesota,1993,29.0,25.0,35.0,37.0,44.0,D,34.0
Minnesota1994,Minnesota,1994,28.0,26.0,35.0,37.0,44.0,D,34.0
Minnesota1995,Minnesota,1995,28.0,27.0,35.0,39.0,10.5,D,27.9
Minnesota1996,Minnesota,1996,29.0,25.0,37.0,41.0,10.5,D,28.5
Minnesota1997,Minnesota,1997,27.0,26.0,36.0,39.0,10.5,D,27.7
Minnesota1998,Minnesota,1998,27.0,27.0,35.0,37.0,10.5,D,27.3
Minnesota1999,Minnesota,1999,28.0,28.0,35.0,36.0,10.5,D,27.5
Minnesota2000,Minnesota,2000,31.0,31.0,36.0,36.0,9.5,D,28.7
Minnesota2001,Minnesota,2001,30.0,32.0,34.0,36.0,9.5,D,28.3
Minnesota2002,Minnesota,2002,30.0,31.0,34.0,37.0,9.5,D,28.3
Minnesota2003,Minnesota,2003,33.0,30.0,34.0,38.0,9.5,D,28.9
Minnesota2004,Minnesota,2004,32.0,31.0,34.0,36.0,9.5,R,28.5
Minnesota2005,Minnesota,2005,31.0,34.0,34.0,35.0,7.5,R,28.3
Minnesota2006,Minnesota,2006,28.0,34.0,35.0,36.0,7.5,R,28.1
Minnesota2007,Minnesota,2007,30.0,34.0,34.0,38.0,7.5,R,28.7
Minnesota2008,Minnesota,2008,33.0,34.0,33.0,38.0,7.5,R,29.1
Minnesota2009,Minnesota,2009,32.0,36.0,34.0,39.0,7.5,R,29.7
Minnesota2010,Minnesota,2010,31.0,36.0,33.0,36.0,6.0,R,28.4
Minnesota2011,Minnesota,2011,31.0,37.0,34.0,37.0,6.0,R,29.0
Minnesota2012,Minnesota,2012,32.0,40.0,34.0,37.0,6.0,D,29.8
Minnesota2013,Minnesota,2013,31.0,36.0,34.0,40.0,6.0,D,29.4
Minnesota2014,Minnesota,2014,31.0,39.0,34.0,40.0,6.0,D,30.0
Missouri1980,Missouri,1980,23.0,13.0,26.0,30.0,39.5,R,26.3
Missouri1981,Missouri,1981,22.0,12.0,28.0,30.0,39.5,R,26.3
Missouri1982,Missouri,1982,22.0,16.0,27.0,31.0,39.5,R,27.1
Missouri1983,Missouri,1983,23.0,16.0,28.0,29.0,39.5,R,27.1
Missouri1984,Missouri,1984,20.0,14.0,24.0,27.0,39.5,R,24.9
Missouri1985,Missouri,1985,19.0,16.0,19.0,28.0,11.0,R,18.6
Missouri1986,Missouri,1986,20.0,14.0,25.0,26.0,11.0,R,19.2
Missouri1987,Missouri,1987,19.0,14.0,24.0,27.0,11.0,R,19.0
Missouri1988,Missouri,1988,21.0,14.0,22.0,25.0,11.0,R,18.6
Missouri1989,Missouri,1989,19.0,12.0,26.0,26.0,11.0,R,18.8
Missouri1990,Missouri,1990,18.0,13.0,24.0,24.0,13.5,R,18.5
Missouri1991,Missouri,1991,20.0,10.0,28.0,24.0,13.5,R,19.1
Missouri1992,Missouri,1992,19.0,12.0,30.0,27.0,13.5,D,20.3
Missouri1993,Missouri,1993,27.0,16.0,30.0,30.0,13.5,D,23.3
Missouri1994,Missouri,1994,26.0,12.0,30.0,26.0,13.5,D,21.5
Missouri1995,Missouri,1995,25.0,12.0,30.0,26.0,12.5,D,21.1
Missouri1996,Missouri,1996,25.0,11.0,30.0,27.0,12.5,D,21.1
Missouri1997,Missouri,1997,24.0,10.0,30.0,26.0,12.5,D,20.5
Missouri1998,Missouri,1998,24.0,10.0,28.0,24.0,12.5,D,19.7
Missouri1999,Missouri,1999,23.0,10.0,29.0,25.0,12.5,D,19.9
Missouri2000,Missouri,2000,24.0,9.0,25.0,24.0,7.0,R,17.8
Missouri2001,Missouri,2001,23.0,10.0,35.0,27.0,7.0,R,20.4
Missouri2002,Missouri,2002,22.0,11.0,30.0,24.0,7.0,R,18.8
Missouri2003,Missouri,2003,23.0,11.0,28.0,25.0,7.0,R,18.8
Missouri2004,Missouri,2004,23.0,13.0,23.0,23.0,7.0,D,17.8
Missouri2005,Missouri,2005,24.0,15.0,26.0,23.0,20.0,D,21.6
Missouri2006,Missouri,2006,24.0,8.0,24.0,22.0,20.0,D,19.6
Missouri2007,Missouri,2007,26.0,15.0,26.0,23.0,20.0,D,22.0
Missouri2008,Missouri,2008,26.0,16.0,30.0,25.0,20.0,D,23.4
Missouri2009,Missouri,2009,27.0,18.0,27.0,25.0,20.0,D,23.4
Missouri2010,Missouri,2010,25.0,18.0,28.0,25.0,25.0,D,24.2
Missouri2011,Missouri,2011,25.0,16.0,27.0,24.0,25.0,D,23.4
Missouri2012,Missouri,2012,25.0,12.0,24.0,22.0,25.0,R,21.6
Missouri2013,Missouri,2013,24.0,12.0,25.0,24.0,25.0,R,22.0
Missouri2014,Missouri,2014,24.0,12.0,28.0,25.0,25.0,R,22.8
Mississippi1980,Mississippi,1980,13.0,14.0,15.0,9.0,6.0,R,11.4
Mississippi1981,Mississippi,1981,13.0,16.0,18.0,8.0,6.0,R,12.2
Mississippi1982,Mississippi,1982,12.0,14.0,15.0,8.0,6.0,R,11.0
Mississippi1983,Mississippi,1983,13.0,13.0,18.0,9.0,6.0,R,11.8
Mississippi1984,Mississippi,1984,12.0,12.0,15.0,7.0,6.0,R,10.4
Mississippi1985,Mississippi,1985,13.0,14.0,14.0,5.0,7.0,R,10.6
Mississippi1986,Mississippi,1986,12.0,12.0,14.0,5.0,7.0,R,10.0
Mississippi1987,Mississippi,1987,12.0,13.0,18.0,8.0,7.0,R,11.6
Mississippi1988,Mississippi,1988,12.0,13.0,18.0,7.0,7.0,R,11.4
Mississippi1989,Mississippi,1989,13.0,18.0,18.0,5.0,7.0,R,12.2
Mississippi1990,Mississippi,1990,12.0,21.0,19.0,6.0,27.0,R,17.0
Mississippi1991,Mississippi,1991,12.0,22.0,17.0,6.0,27.0,R,16.8
Mississippi1992,Mississippi,1992,11.0,21.0,18.0,8.0,27.0,R,17.0
Mississippi1993,Mississippi,1993,11.0,22.0,21.0,6.0,27.0,R,17.4
Mississippi1994,Mississippi,1994,38.0,39.0,21.0,8.0,27.0,R,26.6
Mississippi1995,Mississippi,1995,37.0,37.0,20.0,8.0,31.0,R,26.6
Mississippi1996,Mississippi,1996,37.0,37.0,21.0,8.0,31.0,R,26.8
Mississippi1997,Mississippi,1997,35.0,36.0,21.0,6.0,31.0,R,25.8
Mississippi1998,Mississippi,1998,36.0,30.0,22.0,7.0,31.0,R,25.2
Mississippi1999,Mississippi,1999,37.0,31.0,19.0,7.0,31.0,R,25.0
Mississippi2000,Mississippi,2000,37.0,35.0,30.0,11.0,39.0,R,30.4
Mississippi2001,Mississippi,2001,35.0,29.0,29.0,12.0,39.0,R,28.8
Mississippi2002,Mississippi,2002,34.0,26.0,24.0,8.0,39.0,R,26.2
Mississippi2003,Mississippi,2003,37.0,24.0,19.0,8.0,39.0,R,25.4
Mississippi2004,Mississippi,2004,36.0,29.0,18.0,7.0,39.0,D,25.8
Mississippi2005,Mississippi,2005,33.0,28.0,18.0,8.0,39.0,D,25.2
Mississippi2006,Mississippi,2006,34.0,29.0,19.0,8.0,39.0,D,25.8
Mississippi2007,Mississippi,2007,33.0,29.0,17.0,8.0,39.0,D,25.2
Mississippi2008,Mississippi,2008,32.0,24.0,21.0,8.0,39.0,D,24.8
Mississippi2009,Mississippi,2009,33.0,23.0,22.0,9.0,39.0,D,25.2
Mississippi2010,Mississippi,2010,33.0,26.0,22.0,10.0,39.5,D,26.1
Mississippi2011,Mississippi,2011,33.0,25.0,19.0,9.0,39.5,D,25.1
Mississippi2012,Mississippi,2012,33.0,30.0,19.0,9.0,39.5,R,26.1
Mississippi2013,Mississippi,2013,32.0,24.0,17.0,9.0,39.5,R,24.3
Mississippi2014,Mississippi,2014,33.0,24.0,21.0,11.0,39.5,R,25.7
Montana1980,Montana,1980,12.0,35.0,30.0,25.0,25.0,R,25.4
Montana1981,Montana,1981,12.0,38.0,23.0,24.0,25.0,R,24.4
Montana1982,Montana,1982,8.0,37.0,30.0,30.0,25.0,R,26.0
Montana1983,Montana,1983,8.0,36.0,33.0,26.0,25.0,R,25.6
Montana1984,Montana,1984,9.0,37.0,27.0,24.0,25.0,R,24.4
Montana1985,Montana,1985,9.0,36.0,28.0,26.0,36.5,R,27.1
Montana1986,Montana,1986,9.0,39.0,29.0,24.0,36.5,R,27.5
Montana1987,Montana,1987,9.0,38.0,27.0,23.0,36.5,R,26.7
Montana1988,Montana,1988,9.0,37.0,27.0,23.0,36.5,R,26.5
Montana1989,Montana,1989,9.0,38.0,30.0,25.0,36.5,R,27.7
Montana1990,Montana,1990,7.0,37.0,32.0,31.0,35.5,R,28.5
Montana1991,Montana,1991,8.0,40.0,29.0,25.0,35.5,R,27.5
Montana1992,Montana,1992,7.0,37.0,26.0,22.0,35.5,D,25.5
Montana1993,Montana,1993,8.0,38.0,27.0,24.0,35.5,D,26.5
Montana1994,Montana,1994,8.0,32.0,24.0,23.0,35.5,D,24.5
Montana1995,Montana,1995,38.0,48.0,24.0,25.0,35.5,D,34.1
Montana1996,Montana,1996,39.0,48.0,25.0,26.0,35.5,R,34.7
Montana1997,Montana,1997,38.0,49.0,26.0,30.0,35.5,R,35.7
Montana1998,Montana,1998,39.0,48.0,19.0,25.0,35.5,R,33.3
Montana1999,Montana,1999,38.0,49.0,14.0,24.0,35.5,R,32.1
Montana2000,Montana,2000,39.0,47.0,27.0,27.0,24.0,R,32.8
Montana2001,Montana,2001,36.0,46.0,26.0,30.0,24.0,R,32.4
Montana2002,Montana,2002,36.0,48.0,28.0,31.0,24.0,R,33.4
Montana2003,Montana,2003,36.0,48.0,35.0,31.0,24.0,R,34.8
Montana2004,Montana,2004,37.0,48.0,40.0,34.0,24.0,D,36.6
Montana2005,Montana,2005,37.0,48.0,39.0,34.0,38.0,D,39.2
Montana2006,Montana,2006,38.0,47.0,42.0,40.0,38.0,D,41.0
Montana2007,Montana,2007,39.0,47.0,42.0,34.0,38.0,D,40.0
Montana2008,Montana,2008,40.0,46.0,42.0,40.0,38.0,D,41.2
Montana2009,Montana,2009,40.0,47.0,44.0,41.0,38.0,D,42.0
Montana2010,Montana,2010,35.0,46.0,42.0,39.0,1.0,D,32.6
Montana2011,Montana,2011,36.0,47.0,43.0,40.0,1.0,D,33.4
Montana2012,Montana,2012,37.0,47.0,42.0,41.0,1.0,R,33.6
Montana2013,Montana,2013,36.0,47.0,42.0,37.0,1.0,R,32.6
Montana2014,Montana,2014,36.0,47.0,43.0,34.0,1.0,R,32.2
