StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
Texas1986,Texas,1986,16561113,0.214494256,R,,12.2,7.37E-07,0.736665464
Texas1987,Texas,1987,16621791,0.214494256,R,,13.2,7.94E-07,0.794138249
Texas1988,Texas,1988,16667022,0.182205855,R,,13,7.80E-07,0.779983371
Texas1989,Texas,1989,16806735,0.182205855,R,,14.1,8.39E-07,0.838949385
Texas1990,Texas,1990,17056755,0.182205855,R,251,13,7.62E-07,0.762161384
Texas1991,Texas,1991,17398005,0.182205855,R,,13.1,7.53E-07,0.752959894
Texas1992,Texas,1992,17759738,0.140546612,R,,12.7,7.15E-07,0.715100639
Texas1993,Texas,1993,18161612,0.140546612,R,,13.5,7.43E-07,0.743326088
Texas1994,Texas,1994,18564062,0.140546612,R,,12.6,6.79E-07,0.678730765
Texas1995,Texas,1995,18958751,0.140546612,R,250,12.1,6.38E-07,0.638227698
Texas1996,Texas,1996,19340342,0.141474592,R,,13.1,6.77E-07,0.677340659
Texas1997,Texas,1997,19740317,0.141474592,R,,13.6,6.89E-07,0.68894537
Texas1998,Texas,1998,20157531,0.141474592,R,,12.1,6.00E-07,0.600271928
Texas1999,Texas,1999,20558220,0.141474592,R,,11.7,5.69E-07,0.56911542
Texas2000,Texas,2000,20944499,0.181414652,R,110,12.9,6.16E-07,0.615913515
Texas2001,Texas,2001,21319622,0.181414652,R,,14,6.57E-07,0.656672055
Texas2002,Texas,2002,21690325,0.181414652,R,,13.9,6.41E-07,0.640838715
Texas2003,Texas,2003,22030931,0.181414652,R,,13.4,6.08E-07,0.608235757
Texas2004,Texas,2004,22394023,-0.202148448,D,,12.1,5.40E-07,0.540322746
Texas2005,Texas,2005,22778123,-0.202148448,D,238,12,5.27E-07,0.526821284
Texas2006,Texas,2006,23359580,-0.202148448,D,,10.5,4.49E-07,0.449494383
Texas2007,Texas,2007,23831983,-0.202148448,D,,12.5,5.25E-07,0.524505242
Texas2008,Texas,2008,24309039,-0.184265943,D,,12,4.94E-07,0.493643537
Texas2009,Texas,2009,24801761,-0.184265943,D,,11.7,4.72E-07,0.471740696
Texas2010,Texas,2010,25244310,-0.184265943,D,196,13.7,5.43E-07,0.542696552
Texas2011,Texas,2011,25646389,-0.184265943,D,,12,4.68E-07,0.467902128
Texas2012,Texas,2012,26071655,0.175280127,R,,10.2,3.91E-07,0.391229479
Texas2013,Texas,2013,26473525,0.175280127,R,,12.4,4.68E-07,0.468392479
Texas2014,Texas,2014,26944751,0.175280127,R,,13.9,5.16E-07,0.515870419
Texas2015,Texas,2015,27429639,0.175280127,R,,,,
Texas2016,Texas,2016,27862596,0.168148259,R,,,,
Utah1970,Utah,1970,1059273,0.168148259,R,,,,
Utah1971,Utah,1971,1101000,0.168148259,R,,,,
Utah1972,Utah,1972,1135000,0.168148259,R,,,,
Utah1973,Utah,1973,1169000,0.168148259,R,,,,
Utah1974,Utah,1974,1199000,0.168148259,R,,,,
Utah1975,Utah,1975,1234000,0.168148259,R,,,,
Utah1976,Utah,1976,1272000,0.168148259,R,,,,
Utah1977,Utah,1977,1316000,0.168148259,R,,,,
Utah1978,Utah,1978,1364000,0.168148259,R,,,,
Utah1979,Utah,1979,1416000,0.168148259,R,,,,
Utah1980,Utah,1980,1461037,0.300941728,R,,3.6,2.46E-06,2.464003307
Utah1981,Utah,1981,1515471,0.300941728,R,,3.3,2.18E-06,2.177540844
Utah1982,Utah,1982,1558314,0.300941728,R,,2.5,1.60E-06,1.604297978
Utah1983,Utah,1983,1594943,0.300941728,R,,3.4,2.13E-06,2.131737623
Utah1984,Utah,1984,1622342,0.289152965,R,,3.4,2.10E-06,2.095735671
Utah1985,Utah,1985,1642910,0.289152965,R,298,3.6,2.19E-06,2.191233847
Utah1986,Utah,1986,1662834,0.289152965,R,,3.1,1.86E-06,1.864287115
Utah1987,Utah,1987,1678119,0.289152965,R,,2.6,1.55E-06,1.549353771
Utah1988,Utah,1988,1689372,0.253610217,R,,2.7,1.60E-06,1.598227033
Utah1989,Utah,1989,1705864,0.253610217,R,,2.9,1.70E-06,1.70001829
Utah1990,Utah,1990,1731223,0.253610217,R,304,2.8,1.62E-06,1.617353744
Utah1991,Utah,1991,1779780,0.253610217,R,,3.1,1.74E-06,1.741788311
Utah1992,Utah,1992,1836799,0.17564905,R,,2.7,1.47E-06,1.469948535
Utah1993,Utah,1993,1898404,0.17564905,R,,3.1,1.63E-06,1.632950626
Utah1994,Utah,1994,1960446,0.17564905,R,,2.9,1.48E-06,1.479255231
Utah1995,Utah,1995,2014177,0.17564905,R,275,2.9,1.44E-06,1.43979402
Utah1996,Utah,1996,2067976,0.17500735,R,,3.1,1.50E-06,1.499050279
Utah1997,Utah,1997,2119784,0.17500735,R,,3.4,1.60E-06,1.603937005
Utah1998,Utah,1998,2165960,0.17500735,R,,3.2,1.48E-06,1.477404938
Utah1999,Utah,1999,2203482,0.17500735,R,,3.2,1.45E-06,1.452246944
Utah2000,Utah,2000,2244502,0.229492333,R,285,3.3,1.47E-06,1.470259327
Utah2001,Utah,2001,2283715,0.229492333,R,,3.3,1.45E-06,1.445013936
Utah2002,Utah,2002,2324815,0.229492333,R,,3.5,1.51E-06,1.505496136
Utah2003,Utah,2003,2360137,0.229492333,R,,3.2,1.36E-06,1.355853495
Utah2004,Utah,2004,2401580,-0.276377218,D,,3.6,1.50E-06,1.49901315
Utah2005,Utah,2005,2457719,-0.276377218,D,389,3.4,1.38E-06,1.383396556
Utah2006,Utah,2006,2525507,-0.276377218,D,,3.5,1.39E-06,1.385860344
Utah2007,Utah,2007,2597746,-0.276377218,D,,3.5,1.35E-06,1.347321871
Utah2008,Utah,2008,2663029,-0.223816564,D,,3.9,1.46E-06,1.464497758
Utah2009,Utah,2009,2723421,-0.223816564,D,,3.8,1.40E-06,1.395303921
Utah2010,Utah,2010,2775326,-0.223816564,D,334,3.8,1.37E-06,1.369208518
Utah2011,Utah,2011,2816124,-0.223816564,D,,4,1.42E-06,1.420392
Utah2012,Utah,2012,2855782,0.259333521,R,,3.4,1.19E-06,1.190567067
Utah2013,Utah,2013,2902663,0.259333521,R,,4.1,1.41E-06,1.412496042
Utah2014,Utah,2014,2941836,0.259333521,R,,3.6,1.22E-06,1.223725592
Utah2015,Utah,2015,2990632,0.259333521,R,,,,
Utah2016,Utah,2016,3051217,0.168860818,R,,,,
Vermont1970,Vermont,1970,444732,0.168860818,R,,,,
Vermont1971,Vermont,1971,454000,0.168860818,R,,,,
Vermont1972,Vermont,1972,463000,0.168860818,R,,,,
Vermont1973,Vermont,1973,469000,0.168860818,R,,,,
Vermont1974,Vermont,1974,473000,0.168860818,R,,,,
Vermont1975,Vermont,1975,480000,0.168860818,R,,,,
Vermont1976,Vermont,1976,485000,0.168860818,R,,,,
Vermont1977,Vermont,1977,492000,0.168860818,R,,,,
Vermont1978,Vermont,1978,498000,0.168860818,R,,,,
Vermont1979,Vermont,1979,506000,0.168860818,R,,,,
Vermont1980,Vermont,1980,511456,0.185016893,R,,1.2,2.35E-06,2.346242883
Vermont1981,Vermont,1981,515594,0.185016893,R,,1.1,2.13E-06,2.1334616
Vermont1982,Vermont,1982,519109,0.185016893,R,,0.8,1.54E-06,1.541102158
Vermont1983,Vermont,1983,523302,0.185016893,R,,1.1,2.10E-06,2.102036682
Vermont1984,Vermont,1984,526660,0.257974784,R,,1.4,2.66E-06,2.658261497
Vermont1985,Vermont,1985,530035,0.257974784,R,160,1.5,2.83E-06,2.830001792
Vermont1986,Vermont,1986,534066,0.257974784,R,,1.2,2.25E-06,2.246913303
Vermont1987,Vermont,1987,540267,0.257974784,R,,1.3,2.41E-06,2.406217666
Vermont1988,Vermont,1988,549763,0.226153815,R,,1.4,2.55E-06,2.546551878
Vermont1989,Vermont,1989,557707,0.226153815,R,,1.5,2.69E-06,2.689584316
Vermont1990,Vermont,1990,564798,0.226153815,R,152,1.4,2.48E-06,2.478762319
Vermont1991,Vermont,1991,568606,0.226153815,R,,1.5,2.64E-06,2.638030552
Vermont1992,Vermont,1992,572751,-0.23324621,D,,1.6,2.79E-06,2.793535061
Vermont1993,Vermont,1993,577748,-0.23324621,D,,1.5,2.60E-06,2.596287655
Vermont1994,Vermont,1994,583836,-0.23324621,D,,1.5,2.57E-06,2.569214642
Vermont1995,Vermont,1995,589002,-0.23324621,D,152,1.4,2.38E-06,2.376901946
Vermont1996,Vermont,1996,593701,-0.232261694,D,,1.5,2.53E-06,2.526524294
Vermont1997,Vermont,1997,597239,-0.232261694,D,,1.5,2.51E-06,2.51155735
Vermont1998,Vermont,1998,600416,-0.232261694,D,,1.4,2.33E-06,2.331716676
Vermont1999,Vermont,1999,604683,-0.232261694,D,,1.4,2.32E-06,2.315262708
Vermont2000,Vermont,2000,609618,-0.244451443,D,85,1.6,2.62E-06,2.624594418
Vermont2001,Vermont,2001,612223,-0.244451443,D,,1.6,2.61E-06,2.613426807
Vermont2002,Vermont,2002,615442,-0.244451443,D,,1.5,2.44E-06,2.437272724
Vermont2003,Vermont,2003,617858,-0.244451443,D,,1.6,2.59E-06,2.589591783
Vermont2004,Vermont,2004,619920,0.29692057,R,,1.8,2.90E-06,2.903600465
Vermont2005,Vermont,2005,621215,0.29692057,R,134,1.6,2.58E-06,2.57559782
Vermont2006,Vermont,2006,622892,0.29692057,R,,1.5,2.41E-06,2.408122114
Vermont2007,Vermont,2007,623481,0.29692057,R,,1.5,2.41E-06,2.405847171
Vermont2008,Vermont,2008,624151,0.351296401,R,,1.3,2.08E-06,2.082829315
Vermont2009,Vermont,2009,624817,0.351296401,R,,1.5,2.40E-06,2.400702926
Vermont2010,Vermont,2010,625982,0.351296401,R,134,1.3,2.08E-06,2.076737031
Vermont2011,Vermont,2011,626730,0.351296401,R,,1.3,2.07E-06,2.074258453
Vermont2012,Vermont,2012,626444,-0.318047583,D,,1.1,1.76E-06,1.755943069
Vermont2013,Vermont,2013,627140,-0.318047583,D,,1.3,2.07E-06,2.072902382
Vermont2014,Vermont,2014,626984,-0.318047583,D,,1.4,2.23E-06,2.232911845
Vermont2015,Vermont,2015,626088,-0.318047583,D,,,,
Vermont2016,Vermont,2016,624594,-0.285902522,D,,,,
Virginia1970,Virginia,1970,4651448,-0.285902522,D,,,,
Virginia1971,Virginia,1971,4753000,-0.285902522,D,,,,
Virginia1972,Virginia,1972,4828000,-0.285902522,D,,,,
Virginia1973,Virginia,1973,4907000,-0.285902522,D,,,,
Virginia1974,Virginia,1974,4978000,-0.285902522,D,,,,
Virginia1975,Virginia,1975,5056000,-0.285902522,D,,,,
Virginia1976,Virginia,1976,5133000,-0.285902522,D,,,,
Virginia1977,Virginia,1977,5206000,-0.285902522,D,,,,
Virginia1978,Virginia,1978,5284000,-0.285902522,D,,,,
Virginia1979,Virginia,1979,5324000,-0.285902522,D,,,,
Virginia1980,Virginia,1980,5346818,0.185083726,R,,7.1,1.33E-06,1.32789259
Virginia1981,Virginia,1981,5444097,0.185083726,R,,5.8,1.07E-06,1.065374111
Virginia1982,Virginia,1982,5492783,0.185083726,R,,5.6,1.02E-06,1.019519613
Virginia1983,Virginia,1983,5564657,0.185083726,R,,5.8,1.04E-06,1.042292454
Virginia1984,Virginia,1984,5643870,0.236908008,R,,7.3,1.29E-06,1.293438722
Virginia1985,Virginia,1985,5715153,0.236908008,R,155,7.1,1.24E-06,1.242311448
Virginia1986,Virginia,1986,5811700,0.236908008,R,,7.4,1.27E-06,1.273293529
Virginia1987,Virginia,1987,5932268,0.236908008,R,,7.7,1.30E-06,1.297985863
Virginia1988,Virginia,1988,6036909,0.216859655,R,,8.2,1.36E-06,1.358311016
Virginia1989,Virginia,1989,6120246,0.216859655,R,,7.8,1.27E-06,1.274458576
Virginia1990,Virginia,1990,6216884,0.216859655,R,150,6.4,1.03E-06,1.029454627
Virginia1991,Virginia,1991,6301217,0.216859655,R,,6.3,1.00E-06,0.999806863
Virginia1992,Virginia,1992,6414307,0.179367311,R,,6.9,1.08E-06,1.075720261
Virginia1993,Virginia,1993,6509630,0.179367311,R,,7.1,1.09E-06,1.09069179
Virginia1994,Virginia,1994,6593139,0.179367311,R,,7,1.06E-06,1.061709756
Virginia1995,Virginia,1995,6670693,0.179367311,R,161,7.1,1.06E-06,1.064357181
Virginia1996,Virginia,1996,6750884,0.175288155,R,,8,1.19E-06,1.18502999
Virginia1997,Virginia,1997,6829183,0.175288155,R,,7.7,1.13E-06,1.127514082
Virginia1998,Virginia,1998,6900918,0.175288155,R,,7,1.01E-06,1.0143578
Virginia1999,Virginia,1999,7000174,0.175288155,R,,7.2,1.03E-06,1.028545862
Virginia2000,Virginia,2000,7105817,0.202297639,R,75,8.2,1.15E-06,1.153984123
Virginia2001,Virginia,2001,7198362,0.202297639,R,,7.4,1.03E-06,1.02801165
Virginia2002,Virginia,2002,7286873,0.202297639,R,,7.2,9.88E-07,0.988078151
Virginia2003,Virginia,2003,7366977,0.202297639,R,,8.2,1.11E-06,1.113075282
Virginia2004,Virginia,2004,7475575,-0.229675844,D,,8.3,1.11E-06,1.110282487
Virginia2005,Virginia,2005,7577105,-0.229675844,D,150,8.4,1.11E-06,1.108602824
Virginia2006,Virginia,2006,7673725,-0.229675844,D,,6.9,8.99E-07,0.899172175
Virginia2007,Virginia,2007,7751000,-0.229675844,D,,7.3,9.42E-07,0.941813959
Virginia2008,Virginia,2008,7833496,0.250147827,R,,6.9,8.81E-07,0.880832772
Virginia2009,Virginia,2009,7925937,0.250147827,R,,6.9,8.71E-07,0.870559531
Virginia2010,Virginia,2010,8025773,0.250147827,R,150,7.1,8.85E-07,0.884649989
Virginia2011,Virginia,2011,8110035,0.250147827,R,,6.3,7.77E-07,0.77681539
Virginia2012,Virginia,2012,8192048,-0.240699273,D,,5.4,6.59E-07,0.659175825
Virginia2013,Virginia,2013,8262692,-0.240699273,D,,6.5,7.87E-07,0.786668558
Virginia2014,Virginia,2014,8317372,-0.240699273,D,,6.9,8.30E-07,0.829588962
Virginia2015,Virginia,2015,8367587,-0.240699273,D,,,,
Virginia2016,Virginia,2016,8411808,-0.235558515,D,,,,
Washington1970,Washington,1970,3413244,-0.235558515,D,,,,
Washington1971,Washington,1971,3447000,-0.235558515,D,,,,
Washington1972,Washington,1972,3447000,-0.235558515,D,,,,
Washington1973,Washington,1973,3477000,-0.235558515,D,,,,
Washington1974,Washington,1974,3548000,-0.235558515,D,,,,
Washington1975,Washington,1975,3619000,-0.235558515,D,,,,
Washington1976,Washington,1976,3691000,-0.235558515,D,,,,
Washington1977,Washington,1977,3772000,-0.235558515,D,,,,
Washington1978,Washington,1978,3886000,-0.235558515,D,,,,
Washington1979,Washington,1979,4013000,-0.235558515,D,,,,
Washington1980,Washington,1980,4132156,0.209392869,R,,3.4,8.23E-07,0.822815015
Washington1981,Washington,1981,4235731,0.209392869,R,,3.2,7.55E-07,0.755477626
Washington1982,Washington,1982,4276552,0.209392869,R,,3.3,7.72E-07,0.771649684
Washington1983,Washington,1983,4300266,0.209392869,R,,2.9,6.74E-07,0.674376887
Washington1984,Washington,1984,4343656,0.242116319,R,,3.2,7.37E-07,0.73670659
Washington1985,Washington,1985,4400098,0.242116319,R,261,3.4,7.73E-07,0.772710062
Washington1986,Washington,1986,4452720,0.242116319,R,,3.1,6.96E-07,0.696203669
Washington1987,Washington,1987,4531901,0.242116319,R,,2.9,6.40E-07,0.639908065
Washington1988,Washington,1988,4639893,-0.201193433,D,,3.3,7.11E-07,0.711223298
Washington1989,Washington,1989,4746316,-0.201193433,D,,3.5,7.37E-07,0.737414028
Washington1990,Washington,1990,4903043,-0.201193433,D,267,3.5,7.14E-07,0.713842404
Washington1991,Washington,1991,5025624,-0.201193433,D,,3.8,7.56E-07,0.756125011
Washington1992,Washington,1992,5160757,-0.192420802,D,,3.5,6.78E-07,0.678195079
Washington1993,Washington,1993,5278842,-0.192420802,D,,4.2,7.96E-07,0.795629041
Washington1994,Washington,1994,5375161,-0.192420802,D,,4.2,7.81E-07,0.781371944
Washington1995,Washington,1995,5481027,-0.192420802,D,253,4.1,7.48E-07,0.748034994
Washington1996,Washington,1996,5569753,-0.201682732,D,,4.7,8.44E-07,0.843843524
Washington1997,Washington,1997,5674747,-0.201682732,D,,4.8,8.46E-07,0.845852687
Washington1998,Washington,1998,5769562,-0.201682732,D,,4.7,8.15E-07,0.814619897
Washington1999,Washington,1999,5842564,-0.201682732,D,,5.3,9.07E-07,0.907135977
Washington2000,Washington,2000,5910512,-0.211090342,D,126,5.2,8.80E-07,0.879788418
Washington2001,Washington,2001,5985722,-0.211090342,D,,6,1.00E-06,1.002385343
Washington2002,Washington,2002,6052349,-0.211090342,D,,5.5,9.09E-07,0.908738078
Washington2003,Washington,2003,6104115,-0.211090342,D,,4.9,8.03E-07,0.80273717
Washington2004,Washington,2004,6178645,0.244422685,R,,4.9,7.93E-07,0.793054141
Washington2005,Washington,2005,6257305,0.244422685,R,199,5,7.99E-07,0.799066052
Washington2006,Washington,2006,6370753,0.244422685,R,,5.1,8.01E-07,0.800533312
Washington2007,Washington,2007,6461587,0.244422685,R,,5.2,8.05E-07,0.80475586
Washington2008,Washington,2008,6562231,0.266806822,R,,5.6,8.53E-07,0.853368313
Washington2009,Washington,2009,6667426,0.266806822,R,,5.6,8.40E-07,0.839904335
Washington2010,Washington,2010,6743226,0.266806822,R,224,5.1,7.56E-07,0.756314559
Washington2011,Washington,2011,6822520,0.266806822,R,,5.6,8.21E-07,0.820811079
Washington2012,Washington,2012,6895226,-0.254581358,D,,5.1,7.40E-07,0.739642181
Washington2013,Washington,2013,6968006,-0.254581358,D,,5.3,7.61E-07,0.760619322
Washington2014,Washington,2014,7054196,-0.254581358,D,,5,7.09E-07,0.708797998
Washington2015,Washington,2015,7160290,-0.254581358,D,,,,
Washington2016,Washington,2016,7288000,-0.23912157,D,,,,
West Virginia1970,West Virginia,1970,1744237,-0.23912157,D,,,,
West Virginia1971,West Virginia,1971,1770000,-0.23912157,D,,,,
West Virginia1972,West Virginia,1972,1797000,-0.23912157,D,,,,
West Virginia1973,West Virginia,1973,1805000,-0.23912157,D,,,,
West Virginia1974,West Virginia,1974,1814000,-0.23912157,D,,,,
West Virginia1975,West Virginia,1975,1841000,-0.23912157,D,,,,
West Virginia1976,West Virginia,1976,1877000,-0.23912157,D,,,,
West Virginia1977,West Virginia,1977,1906000,-0.23912157,D,,,,
West Virginia1978,West Virginia,1978,1920000,-0.23912157,D,,,,
West Virginia1979,West Virginia,1979,1939000,-0.23912157,D,,,,
West Virginia1980,West Virginia,1980,1949644,-0.18847646,D,,3.5,1.80E-06,1.795199534
West Virginia1981,West Virginia,1981,1954124,-0.18847646,D,,3.3,1.69E-06,1.688736232
West Virginia1982,West Virginia,1982,1949604,-0.18847646,D,,3,1.54E-06,1.538774028
West Virginia1983,West Virginia,1983,1945061,-0.18847646,D,,2.7,1.39E-06,1.388131272
West Virginia1984,West Virginia,1984,1927697,0.210345817,R,,2.8,1.45E-06,1.452510431
West Virginia1985,West Virginia,1985,1906831,0.210345817,R,96,2.6,1.36E-06,1.363518844
West Virginia1986,West Virginia,1986,1882350,0.210345817,R,,2.6,1.38E-06,1.381252158
West Virginia1987,West Virginia,1987,1857585,0.210345817,R,,2.6,1.40E-06,1.399666772
West Virginia1988,West Virginia,1988,1830215,-0.18632565,D,,2.7,1.48E-06,1.475236516
West Virginia1989,West Virginia,1989,1806568,-0.18632565,D,,2.7,1.49E-06,1.494546566
West Virginia1990,West Virginia,1990,1792548,-0.18632565,D,154,2.4,1.34E-06,1.338876281
West Virginia1991,West Virginia,1991,1798735,-0.18632565,D,,2.3,1.28E-06,1.278676403
West Virginia1992,West Virginia,1992,1806451,-0.183232759,D,,2.5,1.38E-06,1.383929041
West Virginia1993,West Virginia,1993,1817539,-0.183232759,D,,2.5,1.38E-06,1.375486303
West Virginia1994,West Virginia,1994,1820421,-0.183232759,D,,2.5,1.37E-06,1.373308702
West Virginia1995,West Virginia,1995,1823700,-0.183232759,D,152,2.4,1.32E-06,1.316005922
West Virginia1996,West Virginia,1996,1822808,-0.179839018,D,,2.7,1.48E-06,1.481231155
West Virginia1997,West Virginia,1997,1819113,-0.179839018,D,,2.6,1.43E-06,1.429268
West Virginia1998,West Virginia,1998,1815609,-0.179839018,D,,2.3,1.27E-06,1.266792575
West Virginia1999,West Virginia,1999,1811799,-0.179839018,D,,2.4,1.32E-06,1.324650251
West Virginia2000,West Virginia,2000,1807021,0.186204256,R,80,2.4,1.33E-06,1.3281528
West Virginia2001,West Virginia,2001,1801481,0.186204256,R,,2.4,1.33E-06,1.332237198
West Virginia2002,West Virginia,2002,1805414,0.186204256,R,,2.2,1.22E-06,1.218557073
West Virginia2003,West Virginia,2003,1812295,0.186204256,R,,2.3,1.27E-06,1.269109058
West Virginia2004,West Virginia,2004,1816438,-0.23330166,D,,2.3,1.27E-06,1.266214426
West Virginia2005,West Virginia,2005,1820492,-0.23330166,D,187,2.1,1.15E-06,1.153534319
West Virginia2006,West Virginia,2006,1827912,-0.23330166,D,,2,1.09E-06,1.094144576
West Virginia2007,West Virginia,2007,1834052,-0.23330166,D,,1.9,1.04E-06,1.035957541
West Virginia2008,West Virginia,2008,1840310,-0.213804196,D,,1.9,1.03E-06,1.032434753
West Virginia2009,West Virginia,2009,1847775,-0.213804196,D,,1.8,9.74E-07,0.974144579
West Virginia2010,West Virginia,2010,1854230,-0.213804196,D,160,1.9,1.02E-06,1.024684101
West Virginia2011,West Virginia,2011,1854972,-0.213804196,D,,1.7,9.16E-07,0.916455882
West Virginia2012,West Virginia,2012,1856560,0.224961757,R,,1.5,8.08E-07,0.807945878
West Virginia2013,West Virginia,2013,1853231,0.224961757,R,,1.9,1.03E-06,1.025236465
West Virginia2014,West Virginia,2014,1848514,0.224961757,R,,1.9,1.03E-06,1.027852643
West Virginia2015,West Virginia,2015,1841053,0.224961757,R,,,,
West Virginia2016,West Virginia,2016,1831102,0.26725491,R,,,,
Wisconsin1970,Wisconsin,1970,4417821,0.26725491,R,,,,
Wisconsin1971,Wisconsin,1971,4460000,0.26725491,R,,,,
Wisconsin1972,Wisconsin,1972,4498000,0.26725491,R,,,,
Wisconsin1973,Wisconsin,1973,4518000,0.26725491,R,,,,
Wisconsin1974,Wisconsin,1974,4538000,0.26725491,R,,,,
Wisconsin1975,Wisconsin,1975,4570000,0.26725491,R,,,,
Wisconsin1976,Wisconsin,1976,4585000,0.26725491,R,,,,
Wisconsin1977,Wisconsin,1977,4613000,0.26725491,R,,,,
Wisconsin1978,Wisconsin,1978,4631000,0.26725491,R,,,,
Wisconsin1979,Wisconsin,1979,4666000,0.26725491,R,,,,
Wisconsin1980,Wisconsin,1980,4705767,0.231385234,R,,10.9,2.32E-06,2.316306778
Wisconsin1981,Wisconsin,1981,4726343,0.231385234,R,,9.9,2.09E-06,2.094642729
Wisconsin1982,Wisconsin,1982,4728870,0.231385234,R,,10.3,2.18E-06,2.178110204
Wisconsin1983,Wisconsin,1983,4721438,0.231385234,R,,9,1.91E-06,1.906198917
Wisconsin1984,Wisconsin,1984,4735563,0.253102746,R,,9.6,2.03E-06,2.027214082
Wisconsin1985,Wisconsin,1985,4747767,0.253102746,R,104,9.9,2.09E-06,2.085190785
Wisconsin1986,Wisconsin,1986,4755618,0.253102746,R,,9.6,2.02E-06,2.018665082
Wisconsin1987,Wisconsin,1987,4777919,0.253102746,R,,9.2,1.93E-06,1.92552448
Wisconsin1988,Wisconsin,1988,4822388,-0.233658926,D,,10.3,2.14E-06,2.135871274
Wisconsin1989,Wisconsin,1989,4856574,-0.233658926,D,,10.6,2.18E-06,2.182608563
Wisconsin1990,Wisconsin,1990,4904562,-0.233658926,D,113,9.4,1.92E-06,1.916582969
Wisconsin1991,Wisconsin,1991,4964343,-0.233658926,D,,10.1,2.03E-06,2.034508897
Wisconsin1992,Wisconsin,1992,5025398,-0.207160905,D,,9.9,1.97E-06,1.969993222
Wisconsin1993,Wisconsin,1993,5084889,-0.207160905,D,,10.6,2.08E-06,2.084607943
Wisconsin1994,Wisconsin,1994,5133678,-0.207160905,D,,10.1,1.97E-06,1.967400371
Wisconsin1995,Wisconsin,1995,5184836,-0.207160905,D,113,10.3,1.99E-06,1.986562352
Wisconsin1996,Wisconsin,1996,5229986,-0.204966323,D,,11.5,2.20E-06,2.198858659
Wisconsin1997,Wisconsin,1997,5266213,-0.204966323,D,,10.4,1.97E-06,1.974853657
Wisconsin1998,Wisconsin,1998,5297672,-0.204966323,D,,8.9,1.68E-06,1.679983208
Wisconsin1999,Wisconsin,1999,5332666,-0.204966323,D,,10.1,1.89E-06,1.893986985
Wisconsin2000,Wisconsin,2000,5373999,-0.23129647,D,55,10.2,1.90E-06,1.898027893
Wisconsin2001,Wisconsin,2001,5406835,-0.23129647,D,,9.8,1.81E-06,1.812520634
Wisconsin2002,Wisconsin,2002,5445162,-0.23129647,D,,10.5,1.93E-06,1.928317284
Wisconsin2003,Wisconsin,2003,5479203,-0.23129647,D,,10.6,1.93E-06,1.934587932
Wisconsin2004,Wisconsin,2004,5514026,0.270130028,R,,10.2,1.85E-06,1.849828057
Wisconsin2005,Wisconsin,2005,5546166,0.270130028,R,111,9.9,1.79E-06,1.785016893
Wisconsin2006,Wisconsin,2006,5577655,0.270130028,R,,8.9,1.60E-06,1.595652653
Wisconsin2007,Wisconsin,2007,5610775,0.270130028,R,,9.4,1.68E-06,1.67534788
Wisconsin2008,Wisconsin,2008,5640996,0.29732533,R,,10.1,1.79E-06,1.790463954
Wisconsin2009,Wisconsin,2009,5669264,0.29732533,R,,9.3,1.64E-06,1.640424577
Wisconsin2010,Wisconsin,2010,5690263,0.29732533,R,100,8.6,1.51E-06,1.511353693
Wisconsin2011,Wisconsin,2011,5709640,0.29732533,R,,8.8,1.54E-06,1.541253039
Wisconsin2012,Wisconsin,2012,5726177,-0.283083286,D,,7.6,1.33E-06,1.327238051
Wisconsin2013,Wisconsin,2013,5742854,-0.283083286,D,,9.8,1.71E-06,1.706468596
Wisconsin2014,Wisconsin,2014,5758377,-0.283083286,D,,10.2,1.77E-06,1.771332443
Wisconsin2015,Wisconsin,2015,5767891,-0.283083286,D,,,,
Wisconsin2016,Wisconsin,2016,5778708,0.243183078,R,,,,
Wyoming1970,Wyoming,1970,332416,0.243183078,R,,,,
Wyoming1971,Wyoming,1971,340000,0.243183078,R,,,,
Wyoming1972,Wyoming,1972,347000,0.243183078,R,,,,
Wyoming1973,Wyoming,1973,353000,0.243183078,R,,,,
Wyoming1974,Wyoming,1974,365000,0.243183078,R,,,,
Wyoming1975,Wyoming,1975,380000,0.243183078,R,,,,
Wyoming1976,Wyoming,1976,395000,0.243183078,R,,,,
Wyoming1977,Wyoming,1977,412000,0.243183078,R,,,,
Wyoming1978,Wyoming,1978,431000,0.243183078,R,,,,
Wyoming1979,Wyoming,1979,452000,0.243183078,R,,,,
Wyoming1980,Wyoming,1980,469557,0.235754126,R,,0.7,1.49E-06,1.490766829
Wyoming1981,Wyoming,1981,491712,0.235754126,R,,0.7,1.42E-06,1.423597553
Wyoming1982,Wyoming,1982,506400,0.235754126,R,,1,1.97E-06,1.974723539
Wyoming1983,Wyoming,1983,510345,0.235754126,R,,1.1,2.16E-06,2.155404677
Wyoming1984,Wyoming,1984,504896,0.263897912,R,,1,1.98E-06,1.980605907
Wyoming1985,Wyoming,1985,499695,0.263897912,R,260,1,2.00E-06,2.001220745
Wyoming1986,Wyoming,1986,495633,0.263897912,R,,0.9,1.82E-06,1.815859719
Wyoming1987,Wyoming,1987,476965,0.263897912,R,,0.9,1.89E-06,1.886930907
