StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
New Hampshire2003,New Hampshire,2003,1279840,0.220633093,R,,3.2,2.50E-06,2.500312539
New Hampshire2004,New Hampshire,2004,1290121,0.263937259,R,,3.3,2.56E-06,2.557899608
New Hampshire2005,New Hampshire,2005,1298492,0.263937259,R,150,3.1,2.39E-06,2.387384751
New Hampshire2006,New Hampshire,2006,1308389,0.263937259,R,,2.7,2.06E-06,2.063606466
New Hampshire2007,New Hampshire,2007,1312540,0.263937259,R,,2.7,2.06E-06,2.057080165
New Hampshire2008,New Hampshire,2008,1315906,0.292441861,R,,2.7,2.05E-06,2.051818291
New Hampshire2009,New Hampshire,2009,1316102,0.292441861,R,,2.5,1.90E-06,1.899548819
New Hampshire2010,New Hampshire,2010,1316872,0.292441861,R,142,2.2,1.67E-06,1.670625543
New Hampshire2011,New Hampshire,2011,1318473,0.292441861,R,,2.3,1.74E-06,1.744442245
New Hampshire2012,New Hampshire,2012,1321182,-0.279719978,D,,1.9,1.44E-06,1.438106181
New Hampshire2013,New Hampshire,2013,1322687,-0.279719978,D,,2.3,1.74E-06,1.738884558
New Hampshire2014,New Hampshire,2014,1328743,-0.279719978,D,,2.7,2.03E-06,2.031995653
New Hampshire2015,New Hampshire,2015,1330111,-0.279719978,D,,,,
New Hampshire2016,New Hampshire,2016,1334795,-0.26110826,D,,,,
New Jersey1970,New Jersey,1970,7171112,-0.26110826,D,,,,
New Jersey1971,New Jersey,1971,7282000,-0.26110826,D,,,,
New Jersey1972,New Jersey,1972,7337000,-0.26110826,D,,,,
New Jersey1973,New Jersey,1973,7335000,-0.26110826,D,,,,
New Jersey1974,New Jersey,1974,7335000,-0.26110826,D,,,,
New Jersey1975,New Jersey,1975,7341000,-0.26110826,D,,,,
New Jersey1976,New Jersey,1976,7344000,-0.26110826,D,,,,
New Jersey1977,New Jersey,1977,7342000,-0.26110826,D,,,,
New Jersey1978,New Jersey,1978,7356000,-0.26110826,D,,,,
New Jersey1979,New Jersey,1979,7373000,-0.26110826,D,,,,
New Jersey1980,New Jersey,1980,7364823,0.209992419,R,,17.8,2.42E-06,2.416894473
New Jersey1981,New Jersey,1981,7407472,0.209992419,R,,18,2.43E-06,2.429978811
New Jersey1982,New Jersey,1982,7430968,0.209992419,R,,16.5,2.22E-06,2.220437499
New Jersey1983,New Jersey,1983,7467785,0.209992419,R,,15,2.01E-06,2.008627726
New Jersey1984,New Jersey,1984,7515473,0.257286534,R,,16.9,2.25E-06,2.248694127
New Jersey1985,New Jersey,1985,7565528,0.257286534,R,150,17.1,2.26E-06,2.260252027
New Jersey1986,New Jersey,1986,7622159,0.257286534,R,,17,2.23E-06,2.230339199
New Jersey1987,New Jersey,1987,7670742,0.257286534,R,,17.8,2.32E-06,2.32050563
New Jersey1988,New Jersey,1988,7712333,0.226026547,R,,18.5,2.40E-06,2.398755344
New Jersey1989,New Jersey,1989,7726089,0.226026547,R,,18.4,2.38E-06,2.381541295
New Jersey1990,New Jersey,1990,7762963,0.226026547,R,150,15.3,1.97E-06,1.970896937
New Jersey1991,New Jersey,1991,7814676,0.226026547,R,,15.2,1.95E-06,1.945058247
New Jersey1992,New Jersey,1992,7880508,-0.182247896,D,,16.5,2.09E-06,2.09377365
New Jersey1993,New Jersey,1993,7948915,-0.182247896,D,,16.2,2.04E-06,2.038013993
New Jersey1994,New Jersey,1994,8014306,-0.182247896,D,,18.1,2.26E-06,2.258461307
New Jersey1995,New Jersey,1995,8083242,-0.182247896,D,163,16.1,1.99E-06,1.991775082
New Jersey1996,New Jersey,1996,8149596,-0.202749805,D,,17.8,2.18E-06,2.18415735
New Jersey1997,New Jersey,1997,8218808,-0.202749805,D,,17.1,2.08E-06,2.080593682
New Jersey1998,New Jersey,1998,8287418,-0.202749805,D,,15.1,1.82E-06,1.822039144
New Jersey1999,New Jersey,1999,8359592,-0.202749805,D,,16.1,1.93E-06,1.925931313
New Jersey2000,New Jersey,2000,8430621,-0.212184844,D,84,16.8,1.99E-06,1.992735766
New Jersey2001,New Jersey,2001,8492671,-0.212184844,D,,16.2,1.91E-06,1.90752709
New Jersey2002,New Jersey,2002,8552643,-0.212184844,D,,15.7,1.84E-06,1.835689856
New Jersey2003,New Jersey,2003,8601402,-0.212184844,D,,18.4,2.14E-06,2.139186147
New Jersey2004,New Jersey,2004,8634561,0.221369679,R,,17.4,2.02E-06,2.015157458
New Jersey2005,New Jersey,2005,8651974,0.221369679,R,151,16.9,1.95E-06,1.953311464
New Jersey2006,New Jersey,2006,8661679,0.221369679,R,,14.1,1.63E-06,1.62785991
New Jersey2007,New Jersey,2007,8677885,0.221369679,R,,16.1,1.86E-06,1.855290776
New Jersey2008,New Jersey,2008,8711090,0.254322019,R,,15.8,1.81E-06,1.813779906
New Jersey2009,New Jersey,2009,8755602,0.254322019,R,,15.5,1.77E-06,1.770295178
New Jersey2010,New Jersey,2010,8803729,0.254322019,R,179,14.6,1.66E-06,1.658388167
New Jersey2011,New Jersey,2011,8841243,0.254322019,R,,13.9,1.57E-06,1.572177125
New Jersey2012,New Jersey,2012,8873211,-0.239496277,D,,12.5,1.41E-06,1.408734673
New Jersey2013,New Jersey,2013,8899162,-0.239496277,D,,14.7,1.65E-06,1.651840926
New Jersey2014,New Jersey,2014,8925001,-0.239496277,D,,16.1,1.80E-06,1.803921367
New Jersey2015,New Jersey,2015,8935421,-0.239496277,D,,,,
New Jersey2016,New Jersey,2016,8944469,-0.24017949,D,,,,
New Mexico1970,New Mexico,1970,1017055,-0.24017949,D,,,,
New Mexico1971,New Mexico,1971,1053000,-0.24017949,D,,,,
New Mexico1972,New Mexico,1972,1078000,-0.24017949,D,,,,
New Mexico1973,New Mexico,1973,1104000,-0.24017949,D,,,,
New Mexico1974,New Mexico,1974,1130000,-0.24017949,D,,,,
New Mexico1975,New Mexico,1975,1163000,-0.24017949,D,,,,
New Mexico1976,New Mexico,1976,1195000,-0.24017949,D,,,,
New Mexico1977,New Mexico,1977,1225000,-0.24017949,D,,,,
New Mexico1978,New Mexico,1978,1252000,-0.24017949,D,,,,
New Mexico1979,New Mexico,1979,1281000,-0.24017949,D,,,,
New Mexico1980,New Mexico,1980,1302894,0.192478436,R,,1.9,1.46E-06,1.458292079
New Mexico1981,New Mexico,1981,1332748,0.192478436,R,,1.6,1.20E-06,1.200527031
New Mexico1982,New Mexico,1982,1363823,0.192478436,R,,1.8,1.32E-06,1.319819361
New Mexico1983,New Mexico,1983,1394361,0.192478436,R,,1.9,1.36E-06,1.362631342
New Mexico1984,New Mexico,1984,1416717,0.216769475,R,,1.7,1.20E-06,1.199957366
New Mexico1985,New Mexico,1985,1438361,0.216769475,R,271,1.8,1.25E-06,1.251424364
New Mexico1986,New Mexico,1986,1462729,0.216769475,R,,1.6,1.09E-06,1.093845818
New Mexico1987,New Mexico,1987,1478520,0.216769475,R,,1.8,1.22E-06,1.21743365
New Mexico1988,New Mexico,1988,1490337,0.181395886,R,,1.8,1.21E-06,1.207780522
New Mexico1989,New Mexico,1989,1503901,0.181395886,R,,1.8,1.20E-06,1.196887295
New Mexico1990,New Mexico,1990,1521574,0.181395886,R,213,2,1.31E-06,1.314428349
New Mexico1991,New Mexico,1991,1555305,0.181395886,R,,2,1.29E-06,1.285921411
New Mexico1992,New Mexico,1992,1595442,-0.163977757,D,,2,1.25E-06,1.253571111
New Mexico1993,New Mexico,1993,1636453,-0.163977757,D,,2,1.22E-06,1.222155479
New Mexico1994,New Mexico,1994,1682398,-0.163977757,D,,1.8,1.07E-06,1.069901415
New Mexico1995,New Mexico,1995,1720394,-0.163977757,D,222,1.8,1.05E-06,1.046271959
New Mexico1996,New Mexico,1996,1752326,-0.156075411,D,,2,1.14E-06,1.141340139
New Mexico1997,New Mexico,1997,1774839,-0.156075411,D,,2.2,1.24E-06,1.239549052
New Mexico1998,New Mexico,1998,1793484,-0.156075411,D,,2.2,1.23E-06,1.226662741
New Mexico1999,New Mexico,1999,1808082,-0.156075411,D,,2.3,1.27E-06,1.272066201
New Mexico2000,New Mexico,2000,1821204,-0.157468905,D,87,2.3,1.26E-06,1.262900806
New Mexico2001,New Mexico,2001,1831690,-0.157468905,D,,2.6,1.42E-06,1.419454165
New Mexico2002,New Mexico,2002,1855309,-0.157468905,D,,2.4,1.29E-06,1.293585058
New Mexico2003,New Mexico,2003,1877574,-0.157468905,D,,2.2,1.17E-06,1.17172479
New Mexico2004,New Mexico,2004,1903808,-0.197987402,D,,2.3,1.21E-06,1.208105019
New Mexico2005,New Mexico,2005,1932274,-0.197987402,D,198,2.3,1.19E-06,1.190307379
New Mexico2006,New Mexico,2006,1962137,-0.197987402,D,,2.1,1.07E-06,1.070261659
New Mexico2007,New Mexico,2007,1990070,-0.197987402,D,,2.2,1.11E-06,1.105488752
New Mexico2008,New Mexico,2008,2010662,0.234958437,R,,2.3,1.14E-06,1.143901859
New Mexico2009,New Mexico,2009,2036802,0.234958437,R,,2.2,1.08E-06,1.080124627
New Mexico2010,New Mexico,2010,2064756,0.234958437,R,176,2.3,1.11E-06,1.113933075
New Mexico2011,New Mexico,2011,2077756,0.234958437,R,,2.2,1.06E-06,1.058834627
New Mexico2012,New Mexico,2012,2083784,-0.199317684,D,,2.1,1.01E-06,1.007781997
New Mexico2013,New Mexico,2013,2085193,-0.199317684,D,,2.3,1.10E-06,1.103015404
New Mexico2014,New Mexico,2014,2083024,-0.199317684,D,,2.1,1.01E-06,1.00814969
New Mexico2015,New Mexico,2015,2080328,-0.199317684,D,,,,
New Mexico2016,New Mexico,2016,2081015,-0.18511832,D,,,,
New York1970,New York,1970,18241391,-0.18511832,D,,,,
New York1971,New York,1971,18365000,-0.18511832,D,,,,
New York1972,New York,1972,18352000,-0.18511832,D,,,,
New York1973,New York,1973,18195000,-0.18511832,D,,,,
New York1974,New York,1974,18073000,-0.18511832,D,,,,
New York1975,New York,1975,18032000,-0.18511832,D,,,,
New York1976,New York,1976,17975000,-0.18511832,D,,,,
New York1977,New York,1977,17851000,-0.18511832,D,,,,
New York1978,New York,1978,17720000,-0.18511832,D,,,,
New York1979,New York,1979,17634000,-0.18511832,D,,,,
New York1980,New York,1980,17558072,0.16481485,R,,35.5,2.02E-06,2.021862081
New York1981,New York,1981,17567734,0.16481485,R,,34.4,1.96E-06,1.958135295
New York1982,New York,1982,17589738,0.16481485,R,,33.6,1.91E-06,1.910204689
New York1983,New York,1983,17686905,0.16481485,R,,31.4,1.78E-06,1.775324739
New York1984,New York,1984,17745684,0.206515736,R,,35.4,1.99E-06,1.994851255
New York1985,New York,1985,17791672,0.206515736,R,194,34.4,1.93E-06,1.933488882
New York1986,New York,1986,17833419,0.206515736,R,,36.4,2.04E-06,2.04111169
New York1987,New York,1987,17868848,0.206515736,R,,38.3,2.14E-06,2.14339503
New York1988,New York,1988,17941309,-0.186601881,D,,39.9,2.22E-06,2.223917998
New York1989,New York,1989,17983086,-0.186601881,D,,38.5,2.14E-06,2.140900622
New York1990,New York,1990,18020784,-0.186601881,D,176,33.6,1.86E-06,1.864513775
New York1991,New York,1991,18122510,-0.186601881,D,,32.9,1.82E-06,1.815421815
New York1992,New York,1992,18246653,-0.188771606,D,,36.2,1.98E-06,1.98392549
New York1993,New York,1993,18374954,-0.188771606,D,,35.7,1.94E-06,1.942862007
New York1994,New York,1994,18459470,-0.188771606,D,,35.3,1.91E-06,1.91229759
New York1995,New York,1995,18524104,-0.188771606,D,187,34.2,1.85E-06,1.846243144
New York1996,New York,1996,18588460,-0.202070371,D,,36.6,1.97E-06,1.96896354
New York1997,New York,1997,18656546,-0.202070371,D,,34.7,1.86E-06,1.859936989
New York1998,New York,1998,18755906,-0.202070371,D,,31.6,1.68E-06,1.684802643
New York1999,New York,1999,18882725,-0.202070371,D,,34.3,1.82E-06,1.816475112
New York2000,New York,2000,19001780,-0.207465564,D,75,39.2,2.06E-06,2.062964628
New York2001,New York,2001,19082838,-0.207465564,D,,38.2,2.00E-06,2.001798684
New York2002,New York,2002,19137800,-0.207465564,D,,36,1.88E-06,1.881093961
New York2003,New York,2003,19175939,-0.207465564,D,,39.1,2.04E-06,2.039013578
New York2004,New York,2004,19171567,0.225035335,R,,38.1,1.99E-06,1.98731799
New York2005,New York,2005,19132610,0.225035335,R,174,39.1,2.04E-06,2.043631266
New York2006,New York,2006,19104631,0.225035335,R,,32.5,1.70E-06,1.701158217
New York2007,New York,2007,19132335,0.225035335,R,,36.2,1.89E-06,1.892084787
New York2008,New York,2008,19212436,0.250095563,R,,34.9,1.82E-06,1.816531751
New York2009,New York,2009,19307066,0.250095563,R,,32.5,1.68E-06,1.683321536
New York2010,New York,2010,19402640,0.250095563,R,146,31.4,1.62E-06,1.618336474
New York2011,New York,2011,19519529,0.250095563,R,,30.8,1.58E-06,1.577906926
New York2012,New York,2012,19602769,-0.228832008,D,,30.1,1.54E-06,1.535497358
New York2013,New York,2013,19673546,-0.228832008,D,,31.9,1.62E-06,1.621466715
New York2014,New York,2014,19718515,-0.228832008,D,,35.1,1.78E-06,1.78005291
New York2015,New York,2015,19747183,-0.228832008,D,,,,
New York2016,New York,2016,19745289,-0.230744863,D,,,,
North Carolina1970,North Carolina,1970,5084411,-0.230744863,D,,,,
North Carolina1971,North Carolina,1971,5201000,-0.230744863,D,,,,
North Carolina1972,North Carolina,1972,5296000,-0.230744863,D,,,,
North Carolina1973,North Carolina,1973,5382000,-0.230744863,D,,,,
North Carolina1974,North Carolina,1974,5461000,-0.230744863,D,,,,
North Carolina1975,North Carolina,1975,5535000,-0.230744863,D,,,,
North Carolina1976,North Carolina,1976,5593000,-0.230744863,D,,,,
North Carolina1977,North Carolina,1977,5668000,-0.230744863,D,,,,
North Carolina1978,North Carolina,1978,5739000,-0.230744863,D,,,,
North Carolina1979,North Carolina,1979,5802000,-0.230744863,D,,,,
North Carolina1980,North Carolina,1980,5881766,0.155568583,R,,6.6,1.12E-06,1.122111964
North Carolina1981,North Carolina,1981,5956653,0.155568583,R,,5.5,9.23E-07,0.923337317
North Carolina1982,North Carolina,1982,6019101,0.155568583,R,,5.2,8.64E-07,0.863916389
North Carolina1983,North Carolina,1983,6077056,0.155568583,R,,5.2,8.56E-07,0.855677486
North Carolina1984,North Carolina,1984,6164006,0.218442519,R,,7,1.14E-06,1.135625111
North Carolina1985,North Carolina,1985,6253954,0.218442519,R,151,6.3,1.01E-06,1.007362702
North Carolina1986,North Carolina,1986,6321578,0.218442519,R,,6.2,9.81E-07,0.980767777
North Carolina1987,North Carolina,1987,6403700,0.218442519,R,,6.9,1.08E-06,1.077502069
North Carolina1988,North Carolina,1988,6480594,0.190917376,R,,7.4,1.14E-06,1.141870637
North Carolina1989,North Carolina,1989,6565459,0.190917376,R,,6.6,1.01E-06,1.005261018
North Carolina1990,North Carolina,1990,6664016,0.190917376,R,122,5.2,7.80E-07,0.780310251
North Carolina1991,North Carolina,1991,6784280,0.190917376,R,,5.4,7.96E-07,0.795957714
North Carolina1992,North Carolina,1992,6897214,0.164510047,R,,6,8.70E-07,0.869916462
North Carolina1993,North Carolina,1993,7042818,0.164510047,R,,6.3,8.95E-07,0.894528298
North Carolina1994,North Carolina,1994,7187398,0.164510047,R,,5.9,8.21E-07,0.820881215
North Carolina1995,North Carolina,1995,7344674,0.164510047,R,140,6.5,8.85E-07,0.884995032
North Carolina1996,North Carolina,1996,7500670,0.163443799,R,,7.5,1.00E-06,0.999910675
North Carolina1997,North Carolina,1997,7656825,0.163443799,R,,6.8,8.88E-07,0.888096567
North Carolina1998,North Carolina,1998,7809121,0.163443799,R,,6.7,8.58E-07,0.857971083
North Carolina1999,North Carolina,1999,7949361,0.163443799,R,,6.3,7.93E-07,0.792516531
North Carolina2000,North Carolina,2000,8081614,0.201836292,R,70,7.1,8.79E-07,0.878537381
North Carolina2001,North Carolina,2001,8210122,0.201836292,R,,6.8,8.28E-07,0.828245914
North Carolina2002,North Carolina,2002,8326201,0.201836292,R,,6.3,7.57E-07,0.7566476
North Carolina2003,North Carolina,2003,8422501,0.201836292,R,,7.2,8.55E-07,0.854852971
North Carolina2004,North Carolina,2004,8553152,-0.229291611,D,,7.1,8.30E-07,0.830103335
North Carolina2005,North Carolina,2005,8705407,-0.229291611,D,139,6.6,7.58E-07,0.758149504
North Carolina2006,North Carolina,2006,8917270,-0.229291611,D,,5.7,6.39E-07,0.639209085
North Carolina2007,North Carolina,2007,9118037,-0.229291611,D,,5.5,6.03E-07,0.603200009
North Carolina2008,North Carolina,2008,9309449,0.230158734,R,,5.9,6.34E-07,0.633764684
North Carolina2009,North Carolina,2009,9449566,0.230158734,R,,5.7,6.03E-07,0.603202306
North Carolina2010,North Carolina,2010,9558915,0.230158734,R,140,6.4,6.70E-07,0.669532055
North Carolina2011,North Carolina,2011,9650963,0.230158734,R,,5.1,5.28E-07,0.528444674
North Carolina2012,North Carolina,2012,9746175,0.232952415,R,,4.4,4.51E-07,0.451459162
North Carolina2013,North Carolina,2013,9841590,0.232952415,R,,5.2,5.28E-07,0.528369908
North Carolina2014,North Carolina,2014,9934399,0.232952415,R,,5.6,5.64E-07,0.563697915
North Carolina2015,North Carolina,2015,10035186,0.232952415,R,,,,
North Carolina2016,North Carolina,2016,10146788,0.232845212,R,,,,
North Dakota1970,North Dakota,1970,617792,0.232845212,R,,,,
North Dakota1971,North Dakota,1971,627000,0.232845212,R,,,,
North Dakota1972,North Dakota,1972,631000,0.232845212,R,,,,
North Dakota1973,North Dakota,1973,632000,0.232845212,R,,,,
North Dakota1974,North Dakota,1974,634000,0.232845212,R,,,,
North Dakota1975,North Dakota,1975,638000,0.232845212,R,,,,
North Dakota1976,North Dakota,1976,645000,0.232845212,R,,,,
North Dakota1977,North Dakota,1977,649000,0.232845212,R,,,,
North Dakota1978,North Dakota,1978,651000,0.232845212,R,,,,
North Dakota1979,North Dakota,1979,652000,0.232845212,R,,,,
North Dakota1980,North Dakota,1980,652717,0.296751885,R,,1.2,1.84E-06,1.838469046
North Dakota1981,North Dakota,1981,659505,0.296751885,R,,1.1,1.67E-06,1.667917605
North Dakota1982,North Dakota,1982,668972,0.296751885,R,,1.1,1.64E-06,1.644313962
North Dakota1983,North Dakota,1983,676688,0.296751885,R,,1.1,1.63E-06,1.625564514
North Dakota1984,North Dakota,1984,680497,0.294396595,R,,0.9,1.32E-06,1.322562774
North Dakota1985,North Dakota,1985,676980,0.294396595,R,160,1.1,1.62E-06,1.624863364
North Dakota1986,North Dakota,1986,669512,0.294396595,R,,1.1,1.64E-06,1.642987728
North Dakota1987,North Dakota,1987,661136,0.294396595,R,,0.9,1.36E-06,1.361293289
North Dakota1988,North Dakota,1988,655331,0.254160111,R,,1.1,1.68E-06,1.678541073
North Dakota1989,North Dakota,1989,646351,0.254160111,R,,1.1,1.70E-06,1.701861682
North Dakota1990,North Dakota,1990,637685,0.254160111,R,164,1,1.57E-06,1.568172374
North Dakota1991,North Dakota,1991,635753,0.254160111,R,,1.1,1.73E-06,1.730231709
North Dakota1992,North Dakota,1992,638223,0.213473974,R,,1,1.57E-06,1.566850458
North Dakota1993,North Dakota,1993,641216,0.213473974,R,,1,1.56E-06,1.55953688
North Dakota1994,North Dakota,1994,644804,0.213473974,R,,1,1.55E-06,1.550858866
North Dakota1995,North Dakota,1995,647832,0.213473974,R,161,1,1.54E-06,1.543610072
North Dakota1996,North Dakota,1996,650382,0.192271619,R,,1.2,1.85E-06,1.845069513
North Dakota1997,North Dakota,1997,649716,0.192271619,R,,1.2,1.85E-06,1.846960826
North Dakota1998,North Dakota,1998,647532,0.192271619,R,,1,1.54E-06,1.544325223
North Dakota1999,North Dakota,1999,644259,0.192271619,R,,1.1,1.71E-06,1.707387867
North Dakota2000,North Dakota,2000,642023,0.272345383,R,80,1.2,1.87E-06,1.869091917
North Dakota2001,North Dakota,2001,639062,0.272345383,R,,1.2,1.88E-06,1.87775208
North Dakota2002,North Dakota,2002,638168,0.272345383,R,,1.2,1.88E-06,1.880382595
North Dakota2003,North Dakota,2003,638817,0.272345383,R,,1.2,1.88E-06,1.878472239
North Dakota2004,North Dakota,2004,644705,-0.305024779,D,,1.2,1.86E-06,1.861316416
North Dakota2005,North Dakota,2005,646089,-0.305024779,D,177,1.2,1.86E-06,1.857329253
North Dakota2006,North Dakota,2006,649422,-0.305024779,D,,1,1.54E-06,1.539830803
North Dakota2007,North Dakota,2007,652822,-0.305024779,D,,1.1,1.68E-06,1.684992234
North Dakota2008,North Dakota,2008,657569,-0.256835404,D,,1.2,1.82E-06,1.824903546
North Dakota2009,North Dakota,2009,664968,-0.256835404,D,,1.1,1.65E-06,1.65421494
North Dakota2010,North Dakota,2010,674526,-0.256835404,D,155,1,1.48E-06,1.482522542
North Dakota2011,North Dakota,2011,685476,-0.256835404,D,,1,1.46E-06,1.45884028
North Dakota2012,North Dakota,2012,702087,0.268005247,R,,0.9,1.28E-06,1.281892415
North Dakota2013,North Dakota,2013,724019,0.268005247,R,,1.1,1.52E-06,1.519297146
North Dakota2014,North Dakota,2014,739904,0.268005247,R,,1.1,1.49E-06,1.486679353
North Dakota2015,North Dakota,2015,756835,0.268005247,R,,,,
North Dakota2016,North Dakota,2016,757952,0.286026028,R,,,,
Ohio1970,Ohio,1970,10657423,0.286026028,R,,,,
Ohio1971,Ohio,1971,10735000,0.286026028,R,,,,
Ohio1972,Ohio,1972,10747000,0.286026028,R,,,,
Ohio1973,Ohio,1973,10767000,0.286026028,R,,,,
Ohio1974,Ohio,1974,10766000,0.286026028,R,,,,
Ohio1975,Ohio,1975,10770000,0.286026028,R,,,,
Ohio1976,Ohio,1976,10753000,0.286026028,R,,,,
Ohio1977,Ohio,1977,10771000,0.286026028,R,,,,
Ohio1978,Ohio,1978,10795000,0.286026028,R,,,,
Ohio1979,Ohio,1979,10799000,0.286026028,R,,,,
Ohio1980,Ohio,1980,10797630,0.204354567,R,,24,2.22E-06,2.222709984
Ohio1981,Ohio,1981,10788330,0.204354567,R,,22.6,2.09E-06,2.094856201
Ohio1982,Ohio,1982,10757087,0.204354567,R,,21.7,2.02E-06,2.017274751
Ohio1983,Ohio,1983,10737632,0.204354567,R,,19.3,1.80E-06,1.797416786
Ohio1984,Ohio,1984,10737746,0.249452725,R,,21.4,1.99E-06,1.992969474
Ohio1985,Ohio,1985,10734926,0.249452725,R,128,21.1,1.97E-06,1.965546851
Ohio1986,Ohio,1986,10730268,0.249452725,R,,21.9,2.04E-06,2.040955547
Ohio1987,Ohio,1987,10760090,0.249452725,R,,21.9,2.04E-06,2.035298961
Ohio1988,Ohio,1988,10798552,0.223784541,R,,23.3,2.16E-06,2.157696699
Ohio1989,Ohio,1989,10829217,0.223784541,R,,23.8,2.20E-06,2.197758157
Ohio1990,Ohio,1990,10864162,0.223784541,R,125,20.6,1.90E-06,1.896142565
Ohio1991,Ohio,1991,10945762,0.223784541,R,,21.1,1.93E-06,1.927686716
Ohio1992,Ohio,1992,11029431,-0.179967761,D,,22.2,2.01E-06,2.01279649
Ohio1993,Ohio,1993,11101140,-0.179967761,D,,23.1,2.08E-06,2.08086737
Ohio1994,Ohio,1994,11152454,-0.179967761,D,,22.3,2.00E-06,1.999559917
Ohio1995,Ohio,1995,11202751,-0.179967761,D,129,23,2.05E-06,2.053067144
Ohio1996,Ohio,1996,11242827,-0.191074896,D,,24.3,2.16E-06,2.161378095
Ohio1997,Ohio,1997,11277357,-0.191074896,D,,23,2.04E-06,2.039484961
Ohio1998,Ohio,1998,11311536,-0.191074896,D,,19.3,1.71E-06,1.706222745
Ohio1999,Ohio,1999,11335454,-0.191074896,D,,21.3,1.88E-06,1.879060159
Ohio2000,Ohio,2000,11363543,0.206833643,R,75,22,1.94E-06,1.936015906
Ohio2001,Ohio,2001,11387404,0.206833643,R,,19.5,1.71E-06,1.712418388
Ohio2002,Ohio,2002,11407889,0.206833643,R,,20.5,1.80E-06,1.797002057
Ohio2003,Ohio,2003,11434788,0.206833643,R,,21.9,1.92E-06,1.915208222
Ohio2004,Ohio,2004,11452251,-0.249712305,D,,20.7,1.81E-06,1.807504918
Ohio2005,Ohio,2005,11463320,-0.249712305,D,143,20.5,1.79E-06,1.788312635
Ohio2006,Ohio,2006,11481213,-0.249712305,D,,17.2,1.50E-06,1.498099547
Ohio2007,Ohio,2007,11500468,-0.249712305,D,,18.9,1.64E-06,1.643411381
Ohio2008,Ohio,2008,11515391,0.255314301,R,,19.2,1.67E-06,1.667333745
Ohio2009,Ohio,2009,11528896,0.255314301,R,,18.4,1.60E-06,1.595989763
Ohio2010,Ohio,2010,11540983,0.255314301,R,139,17.6,1.53E-06,1.52500008
Ohio2011,Ohio,2011,11544824,0.255314301,R,,17.6,1.52E-06,1.524492708
Ohio2012,Ohio,2012,11550839,-0.244805507,D,,15.3,1.32E-06,1.324579106
Ohio2013,Ohio,2013,11570022,-0.244805507,D,,18.2,1.57E-06,1.573030717
Ohio2014,Ohio,2014,11594408,-0.244805507,D,,19.5,1.68E-06,1.681845248
Ohio2015,Ohio,2015,11605090,-0.244805507,D,,,,
Ohio2016,Ohio,2016,11614373,0.244611138,R,,,,
Oklahoma1970,Oklahoma,1970,2559463,0.244611138,R,,,,
Oklahoma1971,Oklahoma,1971,2618000,0.244611138,R,,,,
Oklahoma1972,Oklahoma,1972,2657000,0.244611138,R,,,,
Oklahoma1973,Oklahoma,1973,2694000,0.244611138,R,,,,
Oklahoma1974,Oklahoma,1974,2732000,0.244611138,R,,,,
Oklahoma1975,Oklahoma,1975,2772000,0.244611138,R,,,,
Oklahoma1976,Oklahoma,1976,2823000,0.244611138,R,,,,
Oklahoma1977,Oklahoma,1977,2866000,0.244611138,R,,,,
Oklahoma1978,Oklahoma,1978,2913000,0.244611138,R,,,,
Oklahoma1979,Oklahoma,1979,2970000,0.244611138,R,,,,
Oklahoma1980,Oklahoma,1980,3025290,0.229918454,R,,4.5,1.49E-06,1.487460706
Oklahoma1981,Oklahoma,1981,3096164,0.229918454,R,,4.3,1.39E-06,1.388815321
Oklahoma1982,Oklahoma,1982,3206123,0.229918454,R,,4.8,1.50E-06,1.497135325
Oklahoma1983,Oklahoma,1983,3290402,0.229918454,R,,5,1.52E-06,1.519571165
Oklahoma1984,Oklahoma,1984,3285533,0.26221925,R,,4.8,1.46E-06,1.460950172
Oklahoma1985,Oklahoma,1985,3271332,0.26221925,R,112,4.6,1.41E-06,1.406155046
Oklahoma1986,Oklahoma,1986,3252735,0.26221925,R,,4,1.23E-06,1.229734362
Oklahoma1987,Oklahoma,1987,3210122,0.26221925,R,,3.8,1.18E-06,1.183755633
Oklahoma1988,Oklahoma,1988,3167057,0.214194756,R,,4.3,1.36E-06,1.357727379
Oklahoma1989,Oklahoma,1989,3150307,0.214194756,R,,4.3,1.36E-06,1.364946337
Oklahoma1990,Oklahoma,1990,3148825,0.214194756,R,171,3.9,1.24E-06,1.23855724
Oklahoma1991,Oklahoma,1991,3175440,0.214194756,R,,4,1.26E-06,1.259667952
Oklahoma1992,Oklahoma,1992,3220517,0.18410988,R,,3.8,1.18E-06,1.179934774
Oklahoma1993,Oklahoma,1993,3252285,0.18410988,R,,4.6,1.41E-06,1.41439019
Oklahoma1994,Oklahoma,1994,3280940,0.18410988,R,,4.1,1.25E-06,1.249641871
Oklahoma1995,Oklahoma,1995,3308208,0.18410988,R,167,4,1.21E-06,1.209113816
Oklahoma1996,Oklahoma,1996,3340129,0.174339075,R,,4.6,1.38E-06,1.377192318
Oklahoma1997,Oklahoma,1997,3372917,0.174339075,R,,4.3,1.27E-06,1.274860899
Oklahoma1998,Oklahoma,1998,3405194,0.174339075,R,,3.9,1.15E-06,1.145309195
